69.02031	-159.49858
69.04578	-159.51892
69.02655	-159.41954
69.01211	-159.35413
69.03576	-159.4133
69.02835	-159.38069
69.07779	-159.57242
69.08729	-159.5657
69.080574	-159.53226
69.052635	-159.40121
69.068306	-159.42773
69.127716	-159.61244
69.12146	-159.5794
69.14941	-159.67264
69.14691	-159.59969
69.167274	-159.65912
69.218185	-159.81348
69.22087	-159.77275
69.229805	-159.76625
69.20965	-159.66718
69.24527	-159.7932
69.238686	-159.75981
69.2745	-159.88771
69.297356	-159.94897
69.26974	-159.81372
69.26284	-159.78056
69.319664	-160.01025
69.31414	-159.97635
69.28599	-159.84084
69.32224	-159.96927
69.302795	-159.82857
69.359215	-160.05788
69.334145	-159.88287
69.39653	-160.147
69.38393	-160.07855
69.41541	-160.13387
69.430695	-160.16132
69.43517	-160.07996
69.42807	-160.04652
69.45146	-160.10735
69.5062	-160.3401
69.4813	-160.20255
69.46711	-160.13464
69.47569	-160.1284
69.54071	-160.35388
69.52956	-160.24461
69.60312	-160.46521
69.59681	-160.43044
69.62786	-160.48624
69.6007	-160.34937
69.61598	-160.37708
69.67465	-160.57047
69.756546	-160.62999
69.81197	-160.86778
69.80578	-160.83241
69.85092	-160.79993
70.02182	-161.15628
70.16788	-161.45416
70.24738	-161.55798
70.31611	-161.7129
70.36242	-161.92651
70.338066	-161.7794
70.34706	-161.77289
70.34025	-161.73666
70.38752	-161.9499
70.34868	-161.73042
70.01784	-158.25174
69.97461	-158.27765
69.93137	-158.30322
69.00052	-155.10829
70.70725	-157.5152
70.708786	-157.48268
70.72972	-157.4455
70.746574	-157.50534
70.74791	-157.47295
70.74901	-157.44058
70.74994	-157.40823
70.76718	-157.46815
70.76811	-157.43578
70.77989	-157.62563
70.781456	-157.59299
70.85824	-157.60693
70.872475	-157.73253
70.87395	-157.70004
70.875336	-157.66748
70.87648	-157.63493
70.87746	-157.6024
70.8957	-157.63045
69.31011	-160.26532
69.61006	-157.58533
69.61154	-157.5546
69.6129	-157.52373
69.63266	-157.51779
69.63382	-157.48712
69.634895	-157.45636
69.652306	-157.5121
69.65338	-157.48132
69.65421	-157.45059
69.672676	-157.47551
69.673355	-157.44476
69.68384	-157.68567
69.779976	-157.71864
69.78118	-157.68776
69.79836	-157.74397
69.81245	-157.86269
69.81674	-157.76933
69.83078	-157.88821
69.83231	-157.8572
69.83506	-157.79482
69.83628	-157.76387
69.85199	-157.85164
69.85455	-157.78943
69.855675	-157.75838
69.10357	-158.00659
69.11002	-158.03146
69.00112	-153.69798
69.002426	-153.66808
69.003624	-153.63808
69.00472	-153.60797
69.005714	-153.57814
69.00661	-153.54825
69.00726	-153.5184
69.007744	-153.48863
69.01954	-153.72166
69.02085	-153.69174
69.02205	-153.6617
69.023155	-153.63158
69.024155	-153.60172
69.02505	-153.5718
69.02571	-153.54192
69.0262	-153.51213
69.03801	-153.74535
69.03934	-153.7154
69.04055	-153.6853
69.04168	-153.65515
69.04269	-153.62527
69.0436	-153.5953
69.04427	-153.56541
69.044785	-153.53557
69.05654	-153.76904
69.0591	-153.70894
69.06023	-153.67876
69.06124	-153.64885
69.062164	-153.61887
69.06284	-153.58894
69.063354	-153.55907
69.07507	-153.79276
69.07764	-153.7326
69.07877	-153.70241
69.09358	-153.81659
69.094925	-153.78656
69.096146	-153.7564
69.09728	-153.72618
69.098305	-153.69623
69.09992	-153.63625
69.10045	-153.6063
69.11205	-153.84053
69.1134	-153.81047
69.114624	-153.78027
69.11577	-153.75003
69.1168	-153.72006
69.11773	-153.69002
69.11842	-153.66002
69.13052	-153.86449
69.131874	-153.83441
69.13311	-153.80418
69.13426	-153.77393
69.13529	-153.74393
69.13623	-153.71385
69.13693	-153.68384
69.137474	-153.65384
69.14903	-153.8885
69.1504	-153.8584
69.15164	-153.82816
69.15281	-153.79787
69.153854	-153.76784
69.1548	-153.73775
69.15552	-153.70772
69.15607	-153.67769
69.16759	-153.91257
69.16895	-153.88245
69.170204	-153.85217
69.17137	-153.82185
69.172424	-153.79181
69.173386	-153.7617
69.1741	-153.73163
69.17466	-153.70158
69.186134	-153.93668
69.187515	-153.90652
69.18877	-153.87624
69.18994	-153.84589
69.191	-153.81581
69.19196	-153.78568
69.19269	-153.75558
69.193245	-153.72551
69.20469	-153.96082
69.20607	-153.93063
69.20733	-153.90031
69.20851	-153.86995
69.20958	-153.83986
69.21055	-153.80968
69.21127	-153.77957
69.211845	-153.74947
69.22324	-153.98499
69.22463	-153.95477
69.2259	-153.92444
69.22708	-153.89404
69.22816	-153.86392
69.229126	-153.83372
69.229866	-153.80357
69.23044	-153.77345
69.24179	-154.00919
69.24319	-153.97896
69.24446	-153.9486
69.24565	-153.91817
69.24673	-153.88803
69.24771	-153.8578
69.24845	-153.82764
69.24902	-153.79749
69.260284	-154.03346
69.26167	-154.00322
69.26295	-153.97282
69.26413	-153.9424
69.265205	-153.91223
69.26618	-153.88199
69.266914	-153.8518
69.267494	-153.82162
69.27871	-154.05782
69.280106	-154.02754
69.28138	-153.99713
69.28258	-153.96667
69.28365	-153.93648
69.28464	-153.90622
69.28538	-153.876
69.28596	-153.84581
69.297134	-154.08221
69.29854	-154.05191
69.29982	-154.02148
69.30102	-153.991
69.3021	-153.96077
69.303085	-153.93048
69.30383	-153.90025
69.30442	-153.87003
69.315575	-154.10666
69.316986	-154.07634
69.318275	-154.04588
69.31949	-154.01538
69.32058	-153.98515
69.32158	-153.95483
69.322334	-153.92458
69.32293	-153.89433
69.33404	-154.13118
69.33546	-154.10085
69.33675	-154.07036
69.33797	-154.03983
69.339066	-154.00957
69.340065	-153.97923
69.34083	-153.94894
69.34143	-153.91867
69.35249	-154.15575
69.35392	-154.12538
69.35522	-154.09486
69.35644	-154.06432
69.357544	-154.03403
69.35855	-154.00366
69.35932	-153.97334
69.35993	-153.94305
69.37098	-154.1803
69.372406	-154.1499
69.37372	-154.11937
69.374954	-154.08879
69.37607	-154.05846
69.37708	-154.02808
69.37786	-153.99773
69.37848	-153.96739
69.38948	-154.20486
69.39092	-154.17445
69.392235	-154.14389
69.39348	-154.11327
69.39459	-154.08293
69.395615	-154.0525
69.3964	-154.02214
69.397026	-153.99179
69.40799	-154.22948
69.40943	-154.19902
69.41075	-154.16844
69.411995	-154.1378
69.413124	-154.10742
69.41415	-154.07698
69.41494	-154.04659
69.415565	-154.0162
69.426445	-154.25414
