-3.482166	-61.087032	390.79987	2015-06-04
-2.8684719	-59.852028	400.90582	2015-06-20
-2.8739183	-59.861267	402.9138	2015-06-20
-2.833571	-59.86988	407.21973	2015-06-20
-2.8134394	-59.87416	398.93338	2015-06-20
-2.732753	-59.819847	405.2673	2015-06-20
-2.3330727	-59.944794	402.1502	2015-06-20
-2.3388472	-59.95376	401.69073	2015-06-20
-2.3129172	-59.94903	402.1416	2015-06-20
-2.2869487	-59.944412	404.1349	2015-06-20
-2.2927792	-59.953297	402.23892	2015-06-20
-2.29856	-59.962257	400.84518	2015-06-20
-2.2726412	-59.957558	403.48672	2015-06-20
-2.2784243	-59.96652	401.39386	2015-06-20
-2.2840438	-59.97561	400.13278	2015-06-20
-2.258289	-59.970795	404.4027	2015-06-20
-2.0676608	-59.960697	398.26337	2015-06-20
-2.0917537	-59.995823	401.27353	2015-06-20
-2.0476506	-59.964912	401.42953	2015-06-20
-2.053797	-59.973553	405.7143	2015-06-20
-3.5861533	-59.44	401.86237	2015-06-29
-3.5857716	-59.453247	402.50015	2015-06-29
-3.5852754	-59.466564	403.5446	2015-06-29
-3.5677176	-59.430553	401.75006	2015-06-29
-3.5674758	-59.44387	402.45557	2015-06-29
-3.5671182	-59.4571	401.62396	2015-06-29
-3.5666566	-59.470394	396.25858	2015-06-29
-3.5463681	-59.500988	403.06985	2015-06-29
-3.3450212	-59.44995	397.60684	2015-06-29
-3.3451176	-59.46306	395.93256	2015-06-29
-3.3265297	-59.45375	397.72308	2015-06-29
-3.3265843	-59.46689	397.92245	2015-06-29
-3.3265717	-59.480064	397.07922	2015-06-29
-3.3264022	-59.493336	397.50378	2015-06-29
-3.3260863	-59.506546	396.2222	2015-06-29
-3.3256574	-59.519825	401.21265	2015-06-29
-3.3249936	-59.533134	399.6574	2015-06-29
-3.307978	-59.457596	401.04013	2015-06-29
-3.3078802	-59.49717	399.22284	2015-06-29
-3.3075438	-59.5104	400.7476	2015-06-29
-3.3071039	-59.52369	400.94064	2015-06-29
-3.3064291	-59.53701	400.8661	2015-06-29
-3.3055928	-59.55037	404.17334	2015-06-29
-3.289514	-59.474586	401.88712	2015-06-29
-3.2894394	-59.487816	401.03674	2015-06-29
-3.2889755	-59.51429	401.44077	2015-06-29
-3.2878866	-59.540882	400.12045	2015-06-29
-3.270961	-59.478462	401.14264	2015-06-29
-3.2708993	-59.49168	397.57602	2015-06-29
-3.2704246	-59.518166	400.11945	2015-06-29
-3.2700286	-59.53142	399.42297	2015-06-29
-3.2693524	-59.544746	399.013	2015-06-29
-3.2524083	-59.482346	399.42914	2015-06-29
-3.252428	-59.495506	400.15298	2015-06-29
-3.2522736	-59.508778	396.04913	2015-06-29
-3.2519994	-59.52196	397.938	2015-06-29
-3.25091	-59.54857	398.45828	2015-06-29
-3.2501178	-59.561897	399.51678	2015-06-29
-3.2339184	-59.473038	399.6514	2015-06-29
-3.2340453	-59.48613	403.7946	2015-06-29
-3.2340596	-59.499294	398.96524	2015-06-29
-3.233611	-59.52577	400.90103	2015-06-29
-3.2325382	-59.55236	400.17487	2015-06-29
-3.2317588	-59.565678	399.57162	2015-06-29
-3.2156634	-59.5031	401.47443	2015-06-29
-3.215498	-59.51638	401.84378	2015-06-29
-3.2152042	-59.529583	399.52478	2015-06-29
-3.214843	-59.54282	401.24908	2015-06-29
-3.1964812	-59.546654	401.73093	2015-06-29
-3.1950562	-59.573296	398.66922	2015-06-29
-3.1789782	-59.497578	399.8459	2015-06-29
-3.1788294	-59.52404	398.57422	2015-06-29
-3.1782002	-59.550476	398.99677	2015-06-29
-3.160541	-59.488323	398.3108	2015-06-29
-3.1606724	-59.50142	398.36682	2015-06-29
-3.160697	-59.514584	396.65134	2015-06-29
-3.1602712	-59.541058	399.595	2015-06-29
-3.159275	-59.56761	399.22043	2015-06-29
-3.1585248	-59.58092	399.116	2015-06-29
-3.1423223	-59.51845	400.62497	2015-06-29
-3.1421587	-59.53173	399.7914	2015-06-29
-3.1418843	-59.544918	399.79147	2015-06-29
-3.1401196	-59.584766	401.7585	2015-06-29
-3.1237605	-59.49601	399.30905	2015-06-29
-3.1238685	-59.509117	400.62265	2015-06-29
-3.1238549	-59.522305	399.29752	2015-06-29
-3.1237657	-59.535522	398.1648	2015-06-29
-3.1234827	-59.548717	398.85107	2015-06-29
-3.1231081	-59.561966	400.29324	2015-06-29
-3.1224575	-59.57528	400.8796	2015-06-29
-3.1055863	-59.51282	397.93646	2015-06-29
-3.1055522	-59.526024	398.93036	2015-06-29
-3.1046622	-59.565804	399.96765	2015-06-29
-3.1032305	-59.592438	400.50818	2015-06-29
-3.0869343	-59.50362	400.23297	2015-06-29
-3.0871727	-59.51662	400.6987	2015-06-29
-3.087112	-59.529835	398.97067	2015-06-29
-3.087023	-59.543053	401.79156	2015-06-29
-3.0867522	-59.55623	398.5922	2015-06-29
-3.0855746	-59.5829	400.57022	2015-06-29
-3.0685313	-59.507347	402.10876	2015-06-29
-3.0686092	-59.53364	401.10275	2015-06-29
