34.52254,-97.796974
34.562588,-97.808334
34.554523,-97.80155
34.546356,-97.79487
34.538143,-97.78826
34.582607,-97.81401
34.574543,-97.80721
34.56638,-97.80052
34.602573,-97.81968
34.594517,-97.812874
34.586357,-97.80617
34.5449,-97.77457
34.622543,-97.825356
34.61449,-97.81853
34.60634,-97.81181
34.598137,-97.80517
34.642513,-97.83103
34.63447,-97.824196
34.626328,-97.81747
34.618134,-97.810814
34.609962,-97.804344
34.601723,-97.79794
34.66252,-97.836754
34.654484,-97.82991
34.646347,-97.82317
34.63816,-97.816505
34.621758,-97.803604
34.61341,-97.797424
34.604984,-97.791405
34.6745,-97.835625
34.666367,-97.82887
34.658184,-97.8222
34.650024,-97.81569
34.62503,-97.797035
34.702538,-97.84822
34.69451,-97.841354
34.686386,-97.83459
34.67821,-97.8279
34.670055,-97.821396
34.66183,-97.81496
34.653492,-97.80876
34.645077,-97.80272
34.722546,-97.85401
34.714523,-97.84713
34.706406,-97.840355
34.698235,-97.83366
34.690083,-97.82713
34.681866,-97.82069
34.673534,-97.814476
34.665123,-97.80842
34.734535,-97.85291
34.72642,-97.84612
34.718258,-97.83941
34.710114,-97.83287
34.7019,-97.826416
34.693573,-97.82019
34.685165,-97.81412
34.721924,-97.83211
34.7136,-97.82587
34.705196,-97.81978
34.741936,-97.837776
34.733616,-97.83152
34.72522,-97.825424
34.802525,-97.87705
34.82251,-97.88278
34.806423,-97.86898
34.79828,-97.862206
34.790154,-97.85561
34.781963,-97.84909
34.773655,-97.842804
34.76527,-97.83667
34.8425,-97.888466
34.83451,-97.8815
34.818287,-97.86785
34.81017,-97.861244
34.80198,-97.854706
34.79368,-97.84841
34.785297,-97.84226
34.846428,-97.880295
34.838295,-97.8735
34.83018,-97.86687
34.8137,-97.85401
34.805325,-97.847855
34.8502,-97.87248
34.842026,-97.86592
34.902493,-97.905464
34.878338,-97.88473
34.853783,-97.86516
34.84542,-97.85896
34.922504,-97.9111
34.914543,-97.90408
34.882107,-97.87707
34.87383,-97.87072
34.86547,-97.86452
34.92652,-97.90279
34.91842,-97.895935
34.91033,-97.88926
34.885563,-97.87009
34.930435,-97.89488
34.922287,-97.888275
34.9667,-97.914085
34.95861,-97.90721
34.934135,-97.8875
34.925797,-97.881256
34.97869,-97.912865
35.06286,-97.95096
35.05494,-97.943855
35.066944,-97.9426
35.05888,-97.93565
35.078915,-97.941376
35.07087,-97.93461
35.090893,-97.94029
35.08278,-97.93358
35.07455,-97.92709
35.142883,-97.97393
35.134983,-97.966774
35.12698,-97.95972
35.09456,-97.93272
35.086254,-97.92637
35.162857,-97.97962
35.15496,-97.97246
35.146965,-97.965385
35.138916,-97.9584
35.130886,-97.95158
35.122784,-97.94484
35.114567,-97.93833
35.106266,-97.93198
35.17493,-97.97814
35.166935,-97.97106
35.158886,-97.96406
35.150856,-97.95723
35.142754,-97.95048
35.134537,-97.943954
35.12624,-97.93759
35.178814,-97.96973
35.170788,-97.96288
35.162693,-97.956116
35.15448,-97.949585
35.146187,-97.94321
35.19874,-97.975395
35.19072,-97.96854
35.18263,-97.96176
35.174423,-97.955215
35.166134,-97.94882
35.210636,-97.97421
35.20255,-97.96742
35.194344,-97.96087
35.186058,-97.95447
35.262417,-98.008194
35.254543,-98.00097
35.246567,-97.993835
35.23854,-97.986786
35.21425,-97.966545
35.282288,-98.01394
35.258427,-97.99249
35.250423,-97.9856
35.242344,-97.97879
35.234154,-97.97221
35.225876,-97.96578
35.286346,-98.005264
35.262276,-97.984436
35.254093,-97.97784
35.245827,-97.97139
35.322094,-98.025345
35.290295,-97.99688
35.27406,-97.98342
35.265797,-97.97696
35.34203,-98.031006
35.334183,-98.02372
35.326237,-98.01653
35.3022,-97.99563
35.294025,-97.989006
35.28577,-97.98254
35.361954,-98.03668
35.35411,-98.0294
35.34616,-98.02222
35.305687,-97.98823
35.381798,-98.042534
35.37396,-98.03524
35.366016,-98.028046
35.35802,-98.02092
35.35004,-98.01398
35.38587,-98.03387
35.37788,-98.02673
35.361862,-98.01289
35.3537,-98.00625
35.421494,-98.05423
35.413677,-98.0469
35.405758,-98.039665
35.397785,-98.03251
35.38983,-98.025536
35.3818,-98.01863
35.441483,-98.05997
35.43367,-98.05263
35.42576,-98.04538
35.41779,-98.03821
35.40984,-98.03122
35.401817,-98.0243
35.393677,-98.01762
35.385452,-98.01108
35.461468,-98.065704
35.437794,-98.04391
35.42985,-98.0369
35.421833,-98.02997
35.4137,-98.02327
35.40548,-98.01672
35.48146,-98.071434
35.473667,-98.06407
35.441883,-98.03565
35.433758,-98.02894
35.42555,-98.022385
35.493725,-98.06981
35.485836,-98.06253
35.47789,-98.05532
35.469963,-98.048294
35.44564,-98.028046
35.513786,-98.075554
35.5059,-98.06825
35.497963,-98.061035
35.49004,-98.05399
35.482044,-98.04703
35.525955,-98.074005
35.51802,-98.06678
35.5101,-98.05974
35.50211,-98.052765
35.494,-98.04602
35.561634,-98.09455
35.553864,-98.08714
35.545986,-98.079834
35.53806,-98.07259
35.52216,-98.05855
35.514053,-98.051796
35.505863,-98.0452
35.581654,-98.10041
35.573887,-98.09299
35.566017,-98.08566
35.558094,-98.07841
35.52592,-98.050964
35.60167,-98.106255
35.593906,-98.09882
35.58604,-98.091484
35.578125,-98.08421
35.621666,-98.11208
35.613907,-98.10463
35.60605,-98.09728
35.61815,-98.09579
35.610256,-98.08868
35.622322,-98.08735
35.614246,-98.08052
35.634293,-98.086174
35.626137,-98.07948
35.64619,-98.08511
35.73034,-98.12279
35.722404,-98.11567
35.75815,-98.135666
35.742348,-98.121315
35.734287,-98.11441
35.726143,-98.10766
35.80143,-98.16377
35.793716,-98.1562
35.778027,-98.14132
35.770164,-98.134094
35.762234,-98.126945
35.75418,-98.120026
35.746044,-98.11326
35.82129,-98.169464
35.81358,-98.16188
35.805767,-98.15439
35.7979,-98.14697
35.79005,-98.13974
35.782124,-98.132576
35.77408,-98.12564
35.82565,-98.16006
35.81779,-98.15263
35.802032,-98.138214
35.79399,-98.13127
35.785866,-98.12448
35.82987,-98.151054
35.821957,-98.14387
35.813923,-98.13692
35.8058,-98.13011
35.880947,-98.18659
35.900845,-98.192314
35.893166,-98.184685
35.88538,-98.177155
35.92076,-98.198105
35.91309,-98.19046
35.90531,-98.182915
35.897476,-98.175446
35.889656,-98.16816
35.940678,-98.20389
35.93301,-98.196236
35.92524,-98.18868
35.91741,-98.1812
35.9096,-98.1739
35.90171,-98.166664
35.893703,-98.15967
35.952938,-98.20202
35.94517,-98.19446
35.937355,-98.186966
35.929546,-98.17966
35.92167,-98.17242
35.913666,-98.16541
35.905575,-98.158554
35.972878,-98.20786
35.96512,-98.20028
35.957306,-98.19278
35.949505,-98.185455
35.985065,-98.20611
35.97726,-98.19859
35.969463,-98.19125
35.961597,-98.18399
35.997227,-98.204414
35.98944,-98.197075
35.981583,-98.1898
35.973602,-98.182755
36.04039,-98.23312
36.032757,-98.22542
36.02502,-98.217804
36.017227,-98.210266
36.00945,-98.20291
35.993618,-98.18857
35.985554,-98.18166
36.045013,-98.22367
36.037228,-98.21612
36.04947,-98.214584
36.220257,-98.28621
36.233624,-98.25867
36.26146,-98.27177
36.253548,-98.26456
36.245544,-98.25749
36.265507,-98.26332
36.316833,-98.29848
36.309135,-98.29093
36.329098,-98.29677
36.321335,-98.289276
36.313442,-98.28202
36.379612,-98.333664
36.37208,-98.325745
36.36445,-98.31792
36.356754,-98.31016
36.349075,-98.30258
36.34132,-98.29508
36.399586,-98.33951
36.39206,-98.33157
36.38443,-98.32373
36.376747,-98.31596
36.353443,-98.29357
36.419556,-98.345345
36.41204,-98.3374
36.404415,-98.329544
36.396736,-98.32176
36.38907,-98.31416
36.432026,-98.343216
36.424408,-98.33534
36.401344,-98.31237
36.39348,-98.30505
36.45954,-98.35693
36.452038,-98.34895
36.44443,-98.34107
36.421383,-98.31807
36.413525,-98.31074
36.40558,-98.30356
36.472054,-98.3547
36.46445,-98.3468
36.456795,-98.338974
36.449142,-98.33133
36.44142,-98.32376
36.43357,-98.31642
36.42563,-98.30923
36.484474,-98.35254
36.47682,-98.3447
36.469177,-98.33705
36.461456,-98.329475
36.453613,-98.32212
36.445675,-98.31492
36.496845,-98.350464
36.489204,-98.3428
36.481495,-98.335205
36.47365,-98.32784
36.46572,-98.320625
36.493694,-98.33356
36.485767,-98.32633
